lr,data_time,loss,loss_kpt,acc_pose,time,epoch,memory,step
4e-08,8.268574237823486,0.42171600461006165,0.42171600461006165,0.010416666666666666,12.223501682281494,1.0,1608.0,1.0
0.0002105642105263158,6.10345983505249,0.4221906065940857,0.4221906065940857,0.00744047619047619,8.244830012321472,1.0,1652.0,2.0
0.00042108842105263163,6.537026007970174,0.42277490099271137,0.42277490099271137,0.017857142857142856,8.096328894297281,1.0,1652.0,3.0
0.0006316126315789475,6.7148131132125854,0.42154407501220703,0.42154407501220703,0.03422619047619048,7.971283733844757,1.0,1652.0,4.0
0.0008421368421052633,6.842582178115845,0.41693543195724486,0.41693543195724486,0.12053571428571429,7.938326644897461,1.0,1652.0,5.0
0.001052661052631579,5.917922695477803,0.3653593758742015,0.3653593758742015,0.08928571428571429,6.886378328005473,1.0,592.0,6.0
0.0012631852631578948,6.179235424314227,0.36149019854409353,0.36149019854409353,0.19345238095238096,7.066864081791469,2.0,1652.0,7.0
0.0014737094736842105,6.229049384593964,0.35693100839853287,0.35693100839853287,0.16220238095238096,7.0604587495327,2.0,1652.0,8.0
0.0016842336842105262,6.274993711047703,0.35226763950453865,0.35226763950453865,0.18159562211981567,7.05305716726515,2.0,1652.0,9.0
0.0018947578947368419,6.3295569896698,0.34815034866333006,0.34815034866333006,0.20386904761904762,7.067263174057007,2.0,1652.0,10.0
0.0021052821052631576,6.393627123399214,0.3440350429578261,0.3440350429578261,0.2129416282642089,7.09707253629511,2.0,1652.0,11.0
0.0023158063157894732,5.9801942110061646,0.3215865946064393,0.3215865946064393,0.17857142857142858,6.634085297584534,2.0,592.0,12.0
0.002526330526315789,6.1080863659198465,0.32339304513656175,0.32339304513656175,0.17857142857142858,6.742294494922344,3.0,1652.0,13.0
0.0027368547368421046,6.1790951660701205,0.3273101709783077,0.3273101709783077,0.14583333333333334,6.789702313286917,3.0,1652.0,14.0
0.0029473789473684203,6.220916207631429,0.32632421304782233,0.32632421304782233,0.18649193548387094,6.817130963007609,3.0,1652.0,15.0
0.003157903157894736,6.281234592199326,0.32795874821022153,0.32795874821022153,0.1636904761904762,6.866332784295082,3.0,1652.0,16.0
0.0033684273684210517,6.320359117844525,0.3262047298690852,0.3262047298690852,0.1949404761904762,6.892846023335176,3.0,1652.0,17.0
0.0035789515789473674,6.050603999031915,0.31259283671776456,0.31259283671776456,0.22023809523809523,6.59676178296407,3.0,592.0,18.0
0.0037894757894736835,6.099024559322157,0.313947018039854,0.313947018039854,0.17857142857142858,6.634184448342574,4.0,1652.0,19.0
0.003999999999999999,6.156508302688598,0.31950497850775716,0.31950497850775716,0.13839285714285715,6.682287955284119,4.0,1652.0,20.0
0.003999999999999999,6.190533796946208,0.3307199329137802,0.3307199329137802,0.11011904761904762,6.706289314088368,4.0,1652.0,21.0
0.003999999999999999,6.244681867686185,0.33175441825931723,0.33175441825931723,0.16388248847926268,6.756055929444053,4.0,1652.0,22.0
0.003999999999999999,6.29641025999318,0.3423774650563364,0.3423774650563364,0.05505952380952381,6.79877930102141,4.0,1652.0,23.0
0.003999999999999999,6.1030532121658325,0.3384072495003541,0.3384072495003541,0.09523809523809523,6.588416785001755,4.0,592.0,24.0
0.003999999999999999,6.138371877670288,0.35146414399147036,0.35146414399147036,0.14285714285714285,6.6169818496704105,5.0,1652.0,25.0
0.003999999999999999,6.17688053387862,0.3613405307898155,0.3613405307898155,0.043154761904761904,6.655190477004418,5.0,1652.0,26.0
0.003999999999999999,6.208192304328636,0.3666366570525699,0.3666366570525699,0.15394585253456222,6.6825046804216175,5.0,1652.0,27.0
0.003999999999999999,6.223770005362375,0.3675498068332672,0.3675498068332672,0.15625,6.693694072110312,5.0,1652.0,28.0
0.003999999999999999,6.252727434552949,0.3691045796049052,0.3691045796049052,0.09523809523809523,6.717730439942459,5.0,1652.0,29.0
0.003999999999999999,6.095105266571045,0.36051134889324504,0.36051134889324504,0.1488095238095238,6.547761241594951,5.0,592.0,30.0
0.003999999999999999,6.143901217368342,0.3637061323369703,0.3637061323369703,0.15625,6.593726396560669,6.0,1652.0,31.0
0.003999999999999999,6.168596655130386,0.36289870948530734,0.36289870948530734,0.21428571428571427,6.619042299687862,6.0,1652.0,32.0
0.003999999999999999,6.200512907721779,0.3622019356398871,0.3622019356398871,0.1702668970814132,6.648963675354466,6.0,1652.0,33.0
0.003999999999999999,6.232308752396527,0.3616255620384918,0.3616255620384918,0.20833333333333334,6.676641835885889,6.0,1652.0,34.0
0.003999999999999999,6.255305249350411,0.3606351062655449,0.3606351062655449,0.19047619047619047,6.696967431477138,6.0,1652.0,35.0
0.003999999999999999,6.119380328390333,0.35288434765405124,0.35288434765405124,0.18452380952380953,6.551357765992482,6.0,592.0,36.0
0.003999999999999999,6.143056109144881,0.35172995643035787,0.35172995643035787,0.17857142857142858,6.572638962719892,7.0,1652.0,37.0
0.003999999999999999,6.166976796953302,0.35044208129769877,0.35044208129769877,0.23511904761904762,6.594599623429148,7.0,1652.0,38.0
0.003999999999999999,6.189262335117046,0.3491070197942929,0.3491070197942929,0.20833333333333334,6.615258467503083,7.0,1652.0,39.0
0.003999999999999999,6.23351691365242,0.3472463104873896,0.3472463104873896,0.23689516129032256,6.659641355276108,7.0,1652.0,40.0
0.003999999999999999,6.249168971689736,0.34600270848448683,0.34600270848448683,0.20119047619047617,6.673010099224928,7.0,1652.0,41.0
0.003999999999999999,6.132753945532299,0.33957320345299585,0.33957320345299585,0.16071428571428573,6.548696727979751,7.0,592.0,42.0
0.003999999999999999,6.161615399427192,0.33816145013931187,0.33816145013931187,0.2742415514592934,6.576157630876053,8.0,1652.0,43.0
0.003999999999999999,6.164161346175454,0.33717177706685936,0.33717177706685936,0.24851190476190477,6.576791763305664,8.0,1652.0,44.0
0.003999999999999999,6.187077755398221,0.3359973500172297,0.3359973500172297,0.2693452380952381,6.599209017223782,8.0,1652.0,45.0
0.003999999999999999,6.194414822951607,0.33475560824508255,0.33475560824508255,0.22172619047619047,6.608056317205015,8.0,1652.0,46.0
0.003999999999999999,6.215528904123509,0.33380733493794784,0.33380733493794784,0.22916666666666666,6.628923471937788,8.0,1652.0,47.0
0.003999999999999999,6.114100635051727,0.32845893735066056,0.32845893735066056,0.16071428571428573,6.520833785335223,8.0,592.0,48.0
0.003999999999999999,6.144425119672503,0.32768685401094205,0.32768685401094205,0.23214285714285715,6.5504717583559,9.0,1652.0,49.0
0.003999999999999999,6.168038430213929,0.32676356837153436,0.32676356837153436,0.23958333333333334,6.574363059997559,9.0,1652.0,50.0
0.003999999999999999,6.138440761566162,0.3238370583951473,0.3238370583951473,0.2604166666666667,6.473736248016357,9.0,1652.0,51.0
0.003999999999999999,6.204122586250305,0.3211866281926632,0.3211866281926632,0.24899193548387094,6.540693831443787,9.0,1652.0,52.0
0.003999999999999999,6.185729522705078,0.3183200339972973,0.3183200339972973,0.24404761904761904,6.521777658462525,9.0,1652.0,53.0
0.003999999999999999,6.074954476356506,0.31118503645062445,0.31118503645062445,0.2916666666666667,6.405973362922668,9.0,592.0,54.0
0.003999999999999999,6.081307663917541,0.3088901950418949,0.3088901950418949,0.22470238095238096,6.412203559875488,10.0,1652.0,55.0
0.003999999999999999,6.19224594116211,0.3122272266447544,0.3122272266447544,0.22916666666666666,6.524403042793274,10.0,1652.0,56.0
0.003999999999999999,6.174011244773864,0.3108555771410465,0.3108555771410465,0.31547619047619047,6.505639390945435,10.0,1652.0,57.0
0.003999999999999999,6.182885174751282,0.3099256344139576,0.3099256344139576,0.23363095238095238,6.513155384063721,10.0,1652.0,58.0
0.003999999999999999,6.186294913291931,0.30905381217598915,0.30905381217598915,0.2699212749615975,6.517213683128357,10.0,1652.0,59.0
0.003999999999999999,6.08193685054779,0.30416692718863486,0.30416692718863486,0.27976190476190477,6.407254648208618,10.0,592.0,60.0
0.003999999999999999,6.0874280261993405,0.30355944082140923,0.30355944082140923,0.27827380952380953,6.413211703300476,11.0,1652.0,61.0
0.003999999999999999,6.193324294090271,0.30755354076623914,0.30755354076623914,0.22796658986175114,6.525163550376892,11.0,1652.0,62.0
0.003999999999999999,6.176236038208008,0.3058400449156761,0.3058400449156761,0.31547619047619047,6.5087375783920285,11.0,1652.0,63.0
0.003999999999999999,6.183527231216431,0.30376019269227983,0.30376019269227983,0.22201420890937018,6.517129678726196,11.0,1652.0,64.0
0.003999999999999999,6.185533967018127,0.302789623439312,0.302789623439312,0.2663690476190476,6.517502179145813,11.0,1652.0,65.0
0.003999999999999999,6.068727202415467,0.29702055513858794,0.29702055513858794,0.2857142857142857,6.394454655647277,11.0,592.0,66.0
0.003999999999999999,6.078403415679932,0.2964887499809265,0.2964887499809265,0.2815380184331797,6.402632732391357,12.0,1652.0,67.0
0.003999999999999999,6.19398633480072,0.3002733264863491,0.3002733264863491,0.2609927035330261,6.523591246604919,12.0,1652.0,68.0
