lr,data_time,loss,loss_cls,loss_bbox,time,epoch,memory,step
4e-08,2.7043628692626953,0.8216549754142761,0.38673555850982666,0.43491941690444946,6.143342971801758,1.0,2625.0,1.0
4.043963963963964e-06,1.3547369241714478,0.8250497281551361,0.3922230303287506,0.4328266978263855,3.222199559211731,1.0,2663.0,2.0
8.047927927927926e-06,0.9040797551472982,0.8012881875038147,0.3887028694152832,0.412585308154424,2.2511932055155435,1.0,2663.0,3.0
1.205189189189189e-05,0.6788052320480347,0.864265963435173,0.41665156185626984,0.4476144090294838,1.766023337841034,1.0,2663.0,4.0
1.6055855855855853e-05,0.5436973094940185,0.8352541446685791,0.3978766441345215,0.4373775064945221,1.4809439182281494,1.0,2663.0,5.0
2.0059819819819814e-05,0.45382670561472577,0.7835919658342997,0.36582711338996887,0.4177648623784383,1.2858846187591553,1.0,2663.0,6.0
2.4063783783783776e-05,0.3894303526197161,0.7312612150396619,0.33333214691707064,0.39792907663754057,1.1492754050663538,1.0,2663.0,7.0
2.806774774774774e-05,0.3411736488342285,0.7028282098472118,0.3158277999609709,0.3870004191994667,1.0446239113807678,1.0,2663.0,8.0
3.2071711711711706e-05,0.3036499818166097,0.6821291016207801,0.3037168367041482,0.37841226988368565,0.9634422196282281,1.0,2663.0,9.0
3.607567567567567e-05,0.29774672985076905,0.6622207731008529,0.2939618930220604,0.3682588845491409,0.9226010322570801,1.0,2663.0,10.0
4.0079639639639635e-05,0.2987731803547252,0.6480595117265527,0.2881804799491709,0.35987903584133496,0.8934238173744895,1.0,2663.0,11.0
4.40836036036036e-05,0.27416616678237915,0.6284319584568342,0.2767244564990203,0.3517075056831042,0.8433027267456055,1.0,2663.0,12.0
4.808756756756756e-05,0.30898747077355015,0.62163628752415,0.27196083389795744,0.3496754559186789,0.8541802442990817,1.0,2663.0,13.0
5.209153153153152e-05,0.32546612194606234,0.6136253029108047,0.2660697432500975,0.34755556285381317,0.8506555557250977,1.0,2663.0,14.0
5.609549549549549e-05,0.3390138785044352,0.6116134464740753,0.2642918894688288,0.3473215599854787,0.851123841603597,1.0,2663.0,15.0
6.0099459459459453e-05,0.3180096745491028,0.601297726854682,0.2584674349054694,0.3428302947431803,0.8185473531484604,1.0,2663.0,16.0
6.41034234234234e-05,0.3138633615830365,0.5933453738689423,0.25225527584552765,0.3410901006530313,0.8012182852801155,1.0,2663.0,17.0
6.810738738738738e-05,0.38355112075805664,0.5853971060779359,0.24901853750149408,0.3363785710599687,0.8601628806855943,1.0,2663.0,18.0
7.211135135135135e-05,0.36349430837129293,0.5904791872752341,0.2523366032462371,0.3381425879503551,0.8291049129084537,1.0,2663.0,19.0
7.61153153153153e-05,0.3454441070556641,0.5831272304058075,0.2484735853970051,0.3346536487340927,0.8008960247039795,1.0,2663.0,20.0
8.011927927927928e-05,0.3496906076158796,0.5749768997941699,0.24368993228390104,0.33128697105816435,0.7966341404687791,1.0,2663.0,21.0
8.412324324324324e-05,0.49909481135281647,0.5723889510739933,0.24223098226568915,0.3301579721949317,0.9467726295644586,2.0,2663.0,22.0
8.81272072072072e-05,0.47753659538600757,0.5689683414023855,0.2409947106371755,0.3279736340045929,0.9192757502846096,2.0,2663.0,23.0
9.213117117117117e-05,0.45778488119443256,0.563032578676939,0.23730342897276083,0.3257291528085868,0.8938932220141093,2.0,2663.0,24.0
9.613513513513512e-05,0.439596586227417,0.563960326910019,0.23727266609668732,0.32668766379356384,0.871684799194336,2.0,2663.0,25.0
0.00010013909909909908,0.47043169461763823,0.5646530332473608,0.23784782164371931,0.3268052156154926,0.8996757819102361,2.0,2663.0,26.0
0.00010414306306306305,0.4531121518876817,0.55844321736583,0.2351306207753994,0.32331260045369464,0.879070970747206,2.0,2663.0,27.0
0.00010814702702702703,0.43703146491731915,0.5535008268696922,0.23179205879569054,0.32170877179929186,0.8584000638553074,2.0,2663.0,28.0
0.00011215099099099098,0.4220656608713084,0.5484633363526443,0.22872045944476949,0.31974288101854,0.8415195366431927,2.0,2663.0,29.0
0.00011615495495495494,0.46797178586324056,0.547248633702596,0.22807323237260183,0.31917540629704794,0.8870390017827352,2.0,2663.0,30.0
0.0001201589189189189,0.45298264872643257,0.5468012286770728,0.22762743023134047,0.3191738022911933,0.8693961097348121,2.0,2663.0,31.0
0.00012416288288288286,0.4389262869954109,0.5457613822072744,0.22659739758819342,0.3191639883443713,0.8521365448832512,2.0,2663.0,32.0
0.00012816684684684683,0.425730156176018,0.5442024090073325,0.22609607604416934,0.31810633702711627,0.8351304386601304,2.0,2663.0,33.0
0.0001321708108108108,0.4534054573844461,0.5441364733611836,0.22641877917682424,0.31771769769051494,0.8609875510720646,2.0,2663.0,34.0
0.00013617477477477477,0.4405324390956334,0.5431554555892945,0.22596319828714642,0.3171922607081277,0.8452364921569824,2.0,2663.0,35.0
0.00014017873873873875,0.4283712903658549,0.5434593392743005,0.22640625304645962,0.3170530903670523,0.8303540481461419,2.0,2663.0,36.0
0.00014418270270270272,0.41686828716381175,0.5427452261383469,0.22532308544661547,0.3174221443163382,0.8157339998193689,2.0,2663.0,37.0
0.0001481866666666667,0.4394147270604184,0.5404464194649145,0.22366077217616534,0.3167856508179715,0.8354929497367457,2.0,2663.0,38.0
0.00015219063063063066,0.42821201300009704,0.5368770765952575,0.22198724097166306,0.31488983906232393,0.8211167286603879,2.0,2663.0,39.0
0.00015619459459459463,0.41757049560546877,0.5377703405916691,0.22270782701671124,0.31506251618266107,0.8075429797172546,2.0,2663.0,40.0
0.0001601985585585586,0.4074508387867997,0.5409034003571767,0.22424926227185785,0.3166541406294195,0.7949386980475449,2.0,2663.0,41.0
0.00016420252252252255,0.4297619944527036,0.5366856917029336,0.222142912092663,0.31454278173900785,0.8147158282143729,2.0,2663.0,42.0
0.0001682064864864865,0.4853860333908436,0.5346031306787978,0.2207681754993838,0.3138349576051845,0.873672790305559,3.0,2663.0,43.0
0.00017221045045045047,0.47442585771734064,0.5348342853513631,0.22055662931366402,0.31427765773101285,0.8607655980370261,3.0,2663.0,44.0
0.0001762144144144144,0.4639499134487576,0.5353984269830916,0.22007636162969801,0.31532206734021506,0.8484201007419162,3.0,2663.0,45.0
0.00018021837837837838,0.45392980782882025,0.5327953728644744,0.21894279964592145,0.3138525751621827,0.8362770650697791,3.0,2663.0,46.0
0.00018422234234234235,0.4678924489528575,0.5313837515546921,0.21843882697693845,0.3129449264800295,0.8488864898681641,3.0,2663.0,47.0
0.0001882263063063063,0.4618419061104457,0.5313726974030336,0.2179481148098906,0.3134245841453473,0.8411377271016439,3.0,2663.0,48.0
0.00019223027027027027,0.45247187906382036,0.5298328916637265,0.21710740212275056,0.31272549106150255,0.8304381175917022,3.0,2663.0,49.0
0.00019623423423423421,0.4434815311431885,0.5285715478658676,0.21618606626987458,0.3123854827880859,0.8198296880722046,3.0,2663.0,50.0
0.00020023819819819816,0.4146741008758545,0.5205542606115341,0.21169376283884048,0.30886049926280973,0.7283308458328247,3.0,2663.0,51.0
0.0002042421621621621,0.41783631801605225,0.5130195969343185,0.20744379073381425,0.3055758076906204,0.7313184118270875,3.0,2663.0,52.0
0.00020824612612612608,0.41783942222595216,0.5082461076974869,0.20380481451749802,0.30444129526615143,0.7317906379699707,3.0,2663.0,53.0
0.00021225009009009002,0.4197795629501343,0.49806420266628265,0.19850037902593612,0.2995638245344162,0.732978105545044,3.0,2663.0,54.0
0.000216254054054054,0.4419174337387085,0.4943080049753189,0.1963336470723152,0.29797435939311984,0.7540932559967041,3.0,2663.0,55.0
0.00022025801801801796,0.445744047164917,0.4931425327062607,0.19606176882982254,0.2970807647705078,0.7575153541564942,3.0,2663.0,56.0
0.00022426198198198193,0.4457419776916504,0.500179512500763,0.20107926577329635,0.2991002470254898,0.7567651605606079,3.0,2663.0,57.0
0.00022826594594594588,0.4528683280944824,0.5015261101722718,0.20213354289531707,0.2993925678730011,0.7635834503173828,3.0,2663.0,58.0
0.00023226990990990985,0.46982081890106203,0.5006657010316848,0.20173023223876954,0.29893546998500825,0.7813362550735473,3.0,2663.0,59.0
0.0002362738738738738,0.46690804958343507,0.5021469658613205,0.20223197877407073,0.29991498827934265,0.7782929134368897,3.0,2663.0,60.0
0.00024027783783783777,0.46078417301177976,0.5004590666294098,0.2009553289413452,0.29950373888015747,0.7729807472229004,3.0,2663.0,61.0
